episode,reward,score,steps,epsilon,loss
6097,-8.1433,0,47,0.05,0.002147
6098,-1.0475,1,197,0.05,0.002046
6099,-9.61,0,47,0.05,0.00187
6100,-1.4875,1,157,0.05,0.002483
6101,-3.485,1,103,0.05,0.002102
6102,-7.4292,0,51,0.05,0.002212
6103,-7.2242,0,51,0.05,0.001725
6104,-7.9225,0,47,0.05,0.002519
6105,-5.5558,1,67,0.05,0.001694
6106,-8.1892,0,47,0.05,0.002647
6107,15.4217,3,499,0.05,0.002362
6108,-8.3083,0,47,0.05,0.001835
6109,2.3292,2,313,0.05,0.001972
6110,-5.5183,1,70,0.05,0.001766
6111,-8.765,0,39,0.05,0.002698
6112,-4.9417,1,107,0.05,0.001604
6113,-4.9308,1,93,0.05,0.001573
6114,-4.9042,1,67,0.05,0.00191
6115,-6.3292,0,57,0.05,0.002098
6116,-7.365,0,47,0.05,0.002456
6117,-7.9625,0,47,0.05,0.001334
6118,-9.5733,0,47,0.05,0.00187
6119,-9.255,0,47,0.05,0.001431
6120,11.7225,2,348,0.05,0.001487
6121,4.77,2,348,0.05,0.002016
6122,-2.0867,1,211,0.05,0.001942
6123,-1.345,1,199,0.05,0.001837
6124,-2.51,1,104,0.05,0.001669
6125,-9.59,0,47,0.05,0.002326
6126,-9.59,0,47,0.05,0.001954
6127,-9.5708,0,47,0.05,0.00147
6128,-5.2742,0,66,0.05,0.001514
6129,0.8292,1,197,0.05,0.001465
6130,26.6283,3,515,0.05,0.001849
6131,7.9783,2,325,0.05,0.002052
6132,11.5525,2,329,0.05,0.00195
6133,-8.67,0,47,0.05,0.001496
6134,-7.1575,0,47,0.05,0.002417
6135,1.0633,1,203,0.05,0.001873
6136,-7.175,0,59,0.05,0.001661
6137,-0.385,1,197,0.05,0.002569
6138,-0.0917,1,197,0.05,0.002192
6139,-5.1083,1,67,0.05,0.001517
6140,3.9175,1,197,0.05,0.002135
6141,-8.36,0,47,0.05,0.001588
6142,-4.8067,1,70,0.05,0.002124
6143,-9.68,0,47,0.05,0.002961
6144,-9.2358,0,47,0.05,0.002907
6145,-8.05,0,47,0.05,0.002329
6146,-9.56,0,47,0.05,0.00269
6147,-5.7267,1,84,0.05,0.002729
6148,-2.0017,1,171,0.05,0.002102
6149,-8.58,0,47,0.05,0.00205
6150,4.1183,1,196,0.05,0.001728
6151,1.2908,1,209,0.05,0.002182
6152,-8.5808,0,47,0.05,0.001723
6153,7.4092,2,259,0.05,0.001676
6154,3.58,2,265,0.05,0.002173
6155,-7.8767,0,48,0.05,0.001473
6156,-2.6967,1,129,0.05,0.002319
6157,-8.7275,0,40,0.05,0.001102
6158,-6.385,0,52,0.05,0.001929
6159,-4.8092,1,90,0.05,0.001692
6160,-8.5208,0,47,0.05,0.001398
6161,-4.3475,1,67,0.05,0.001516
6162,-5.0475,0,64,0.05,0.001899
6163,-9.61,0,47,0.05,0.001185
6164,-9.55,0,47,0.05,0.002286
6165,-7.1867,0,47,0.05,0.003203
6166,-5.3017,1,67,0.05,0.001435
6167,-5.3967,0,65,0.05,0.001432
6168,-1.3408,1,197,0.05,0.002234
6169,-9.62,0,47,0.05,0.001282
6170,-8.0142,0,48,0.05,0.001174
6171,-2.9175,1,98,0.05,0.001552
6172,-9.62,0,47,0.05,0.00124
6173,-0.0733,1,151,0.05,0.001978
6174,4.5017,1,200,0.05,0.001663
6175,11.4108,2,348,0.05,0.001796
6176,21.8058,3,499,0.05,0.001808
6177,2.1058,2,219,0.05,0.001973
6178,-4.7858,1,68,0.05,0.002532
6179,-8.3392,0,47,0.05,0.002864
6180,13.0542,2,363,0.05,0.00205
6181,-7.4992,0,47,0.05,0.002039
6182,-2.7992,1,197,0.05,0.001923
6183,0.7075,1,183,0.05,0.001276
6184,-7.8,0,47,0.05,0.002608
6185,-8.1092,0,47,0.05,0.001412
6186,10.1842,3,401,0.05,0.001856
6187,2.5292,1,201,0.05,0.001572
6188,-7.1642,0,65,0.05,0.00197
6189,-9.62,0,47,0.05,0.001842
6190,-8.4958,0,49,0.05,0.002366
6191,0.2975,1,196,0.05,0.001985
6192,-8.6517,0,47,0.05,0.000789
6193,-8.7625,0,48,0.05,0.002364
6194,-5.5883,0,61,0.05,0.002002
6195,-3.8633,1,157,0.05,0.002566
6196,39.545,5,802,0.05,0.001973
6197,-5.1725,0,66,0.05,0.002488
6198,-6.5517,0,65,0.05,0.002055
6199,-7.9908,0,47,0.05,0.001385
6200,9.8442,2,361,0.05,0.001801
6201,8.8858,2,260,0.05,0.002198
6202,-0.0825,1,197,0.05,0.002091
6203,-8.2458,0,47,0.05,0.001504
6204,-6.1408,0,66,0.05,0.002444
6205,-6.2,0,56,0.05,0.001758
6206,-5.8358,0,58,0.05,0.001259
6207,-0.7358,1,181,0.05,0.001529
6208,-9.64,0,47,0.05,0.001542
6209,-7.785,0,47,0.05,0.001301
6210,7.4642,2,267,0.05,0.001873
6211,-0.2642,1,166,0.05,0.001705
6212,-2.6183,1,106,0.05,0.001572
6213,-8.6825,0,47,0.05,0.001683
6214,-9.6192,0,47,0.05,0.001478
6215,-8.355,0,47,0.05,0.002478
6216,2.4483,1,197,0.05,0.001869
6217,-9.61,0,47,0.05,0.001042
6218,30.8042,4,650,0.05,0.001811
6219,15.8217,3,407,0.05,0.001841
6220,14.74,3,408,0.05,0.001694
6221,-4.2133,1,67,0.05,0.001325
6222,25.5675,4,650,0.05,0.001938
6223,-5.0817,0,66,0.05,0.00255
6224,-0.1242,1,197,0.05,0.002108
6225,-2.6825,1,122,0.05,0.001431
6226,-2.9317,1,125,0.05,0.00178
6227,-5.2308,0,66,0.05,0.001407
6228,5.1533,2,268,0.05,0.001765
6229,-5.9533,0,57,0.05,0.002482
6230,-1.5217,1,125,0.05,0.001426
6231,-6.0,0,60,0.05,0.001991
6232,-9.71,0,45,0.05,0.001678
6233,-7.7717,0,47,0.05,0.001858
6234,-8.375,0,47,0.05,0.0015
6235,-6.8492,0,47,0.05,0.002484
6236,-7.9792,0,47,0.05,0.00149
6237,-6.9042,1,67,0.05,0.00194
6238,34.0633,5,801,0.05,0.001712
6239,-5.7758,0,59,0.05,0.001683
6240,-8.5575,0,43,0.05,0.001433
6241,0.1967,1,197,0.05,0.001984
6242,17.9983,3,477,0.05,0.001553
6243,-4.4158,1,120,0.05,0.001432
6244,-8.3367,0,47,0.05,0.002149
6245,3.005,1,201,0.05,0.001805
6246,2.79,1,200,0.05,0.001631
6247,-8.1108,0,47,0.05,0.000963
6248,-8.4542,0,47,0.05,0.001959
6249,-2.5758,1,182,0.05,0.001518
6250,-7.9242,0,63,0.05,0.001805
6251,9.1133,2,365,0.05,0.001854
6252,15.9958,3,450,0.05,0.001992
6253,-1.6683,1,197,0.05,0.001915
6254,-9.6,0,47,0.05,0.002449
6255,3.1367,1,209,0.05,0.001654
6256,2.1317,1,201,0.05,0.001438
6257,-9.5983,0,47,0.05,0.002305
6258,-8.4133,0,47,0.05,0.000995
6259,13.335,2,367,0.05,0.001686
6260,-9.0625,0,47,0.05,0.001886
6261,-8.1058,0,47,0.05,0.001723
6262,7.3758,2,348,0.05,0.00161
6263,1.5567,1,197,0.05,0.00158
6264,-8.5117,0,47,0.05,0.002117
6265,-8.7283,0,47,0.05,0.001859
6266,-6.1142,0,62,0.05,0.001566
6267,-8.6533,0,47,0.05,0.001527
6268,0.7308,1,197,0.05,0.001571
6269,-4.2675,1,67,0.05,0.001457
6270,7.63,2,348,0.05,0.00137
6271,-8.2742,0,47,0.05,0.002495
6272,-6.305,0,61,0.05,0.002387
6273,2.22,1,197,0.05,0.00172
6274,-2.495,1,113,0.05,0.001543
6275,11.5933,2,355,0.05,0.001753
6276,9.4867,2,347,0.05,0.001794
6277,-6.5908,0,66,0.05,0.002068
6278,2.435,1,192,0.05,0.002348
6279,0.5575,1,197,0.05,0.0016
6280,9.9758,2,310,0.05,0.001748
6281,1.6242,1,197,0.05,0.001585
6282,-5.3592,1,82,0.05,0.00127
6283,0.6775,1,202,0.05,0.001566
6284,-6.36,0,60,0.05,0.001717
6285,-6.5725,0,59,0.05,0.002146
6286,-7.3317,0,47,0.05,0.002348
6287,10.8092,2,306,0.05,0.002021
6288,-9.55,0,47,0.05,0.001243
6289,-4.7325,1,111,0.05,0.001483
6290,-9.59,0,47,0.05,0.001924
6291,-5.6467,0,60,0.05,0.00181
6292,-4.4317,1,99,0.05,0.001601
6293,-6.645,0,66,0.05,0.001241
6294,12.6875,2,368,0.05,0.001778
6295,-3.2142,1,197,0.05,0.001685
6296,44.2258,5,790,0.05,0.001837
6297,-7.9058,0,47,0.05,0.001514
6298,1.4558,1,197,0.05,0.001805
6299,17.8075,3,499,0.05,0.001609
6300,-6.3383,0,64,0.05,0.001401
6301,-7.3658,0,47,0.05,0.000962
6302,-5.3,1,85,0.05,0.001838
6303,1.695,1,183,0.05,0.001645
6304,-7.0833,0,47,0.05,0.001627
6305,-9.58,0,47,0.05,0.001892
6306,-7.54,0,53,0.05,0.002148
6307,-3.2925,1,96,0.05,0.002042
6308,-9.63,0,47,0.05,0.001441
6309,-5.3092,0,60,0.05,0.001925
6310,-7.4508,0,53,0.05,0.001919
6311,-7.1983,0,47,0.05,0.002065
6312,-8.6742,0,42,0.05,0.002083
6313,1.0217,1,197,0.05,0.001747
6314,-7.5258,0,63,0.05,0.001438
6315,4.795,1,197,0.05,0.001458
6316,-5.1867,1,81,0.05,0.002115
6317,-2.9258,1,102,0.05,0.001637
6318,-6.59,0,61,0.05,0.001381
6319,-7.2192,0,47,0.05,0.00195
6320,-5.0992,1,70,0.05,0.002098
6321,-9.3817,0,50,0.05,0.002005
6322,-4.4417,1,68,0.05,0.002052
6323,-6.1325,0,57,0.05,0.000887
6324,-6.5425,0,63,0.05,0.001959
6325,3.2983,1,197,0.05,0.001535
6326,10.6425,2,329,0.05,0.001424
6327,-8.3717,0,47,0.05,0.001733
6328,-5.5342,0,64,0.05,0.00137
6329,-1.3333,1,198,0.05,0.001508
6330,-0.7017,1,197,0.05,0.001771
6331,6.4792,2,231,0.05,0.001465
6332,0.3817,1,197,0.05,0.001688
6333,4.5125,2,272,0.05,0.001371
6334,-8.4433,0,52,0.05,0.001443
6335,1.8192,1,214,0.05,0.001629
6336,-4.4783,1,107,0.05,0.001632
6337,-6.4933,0,55,0.05,0.001574
6338,-8.0458,0,47,0.05,0.001518
6339,-7.3317,0,55,0.05,0.00135
6340,-7.4067,0,47,0.05,0.001422
6341,-2.4467,1,122,0.05,0.001608
6342,-8.0067,0,47,0.05,0.001328
6343,-9.5433,0,47,0.05,0.002138
6344,-6.6075,0,57,0.05,0.002036
6345,-7.8725,0,47,0.05,0.001248
6346,-8.7333,0,47,0.05,0.002086
6347,-9.7,0,47,0.05,0.001354
6348,-2.8033,1,115,0.05,0.002087
6349,-8.1425,0,47,0.05,0.001867
6350,-6.5892,0,66,0.05,0.001993
6351,-8.4167,0,49,0.05,0.001545
6352,-5.9775,1,127,0.05,0.001386
6353,-7.0133,1,68,0.05,0.001648
6354,-5.7933,0,63,0.05,0.000926
6355,-6.5467,0,47,0.05,0.001491
6356,-1.8767,1,197,0.05,0.001719
6357,-1.375,1,197,0.05,0.00154
6358,-9.6425,0,47,0.05,0.001797
6359,0.95,1,197,0.05,0.001215
6360,6.8375,2,254,0.05,0.001719
6361,-8.4442,0,54,0.05,0.001713
6362,-8.5783,0,47,0.05,0.002012
6363,-3.0458,1,108,0.05,0.00176
6364,-6.04,0,61,0.05,0.001977
6365,-9.61,0,47,0.05,0.001615
6366,-8.4325,0,47,0.05,0.001446
6367,-8.6158,0,47,0.05,0.001776
6368,0.2033,1,149,0.05,0.00161
6369,-4.4467,1,68,0.05,0.001317
6370,-8.9542,0,55,0.05,0.001894
6371,-5.2717,0,65,0.05,0.001056
6372,14.8983,3,499,0.05,0.001716
6373,-7.6492,0,51,0.05,0.001895
6374,3.6542,1,197,0.05,0.001859
6375,-7.085,0,66,0.05,0.001569
6376,-6.8342,0,47,0.05,0.001914
6377,-8.3842,0,47,0.05,0.001886
6378,-6.2875,0,63,0.05,0.001895
6379,-7.7767,0,47,0.05,0.002449
6380,-9.58,0,47,0.05,0.00134
6381,6.6975,2,363,0.05,0.002114
6382,-2.8683,1,107,0.05,0.001813
6383,3.6017,2,348,0.05,0.001736
6384,1.9567,1,197,0.05,0.001487
6385,-7.8842,0,54,0.05,0.001335
6386,-7.2442,0,55,0.05,0.001195
6387,-8.6475,0,46,0.05,0.001993
6388,-8.6625,0,47,0.05,0.002177
6389,-1.9158,1,197,0.05,0.00128
6390,-6.305,0,58,0.05,0.001375
6391,-9.6383,0,47,0.05,0.001168
6392,-7.9675,0,58,0.05,0.001138
6393,-0.8867,1,158,0.05,0.001566
6394,-8.0675,0,47,0.05,0.001473
6395,24.9742,3,499,0.05,0.001479
6396,2.1208,1,205,0.05,0.001622
6397,5.9633,2,342,0.05,0.001376
6398,4.1883,1,205,0.05,0.001308
6399,7.0033,2,348,0.05,0.001854
6400,-6.0392,1,68,0.05,0.00255
6401,-0.2175,1,197,0.05,0.001455
6402,-2.8358,1,98,0.05,0.001491
6403,-7.8225,0,47,0.05,0.00128
6404,18.0925,3,499,0.05,0.00172
6405,-8.3692,0,47,0.05,0.001548
6406,-3.5558,1,197,0.05,0.001371
6407,-1.0858,1,163,0.05,0.001596
6408,34.6667,5,711,0.05,0.001689
6409,-9.58,0,47,0.05,0.001303
6410,-7.6317,0,47,0.05,0.001513
6411,-8.5392,0,47,0.05,0.002202
6412,-7.9175,0,47,0.05,0.001116
6413,-6.0258,0,65,0.05,0.00115
6414,-5.8633,0,66,0.05,0.001057
6415,-7.78,0,59,0.05,0.00179
6416,-8.2508,0,47,0.05,0.000917
6417,-6.6517,0,49,0.05,0.000802
6418,10.8775,3,372,0.05,0.001771
6419,-5.52,0,66,0.05,0.001418
6420,3.1167,1,197,0.05,0.001646
6421,-8.2858,0,47,0.05,0.001601
6422,-6.0575,0,55,0.05,0.001972
6423,-7.4075,0,47,0.05,0.001872
6424,12.0608,2,360,0.05,0.001808
6425,-7.7583,0,47,0.05,0.001515
6426,-9.61,0,47,0.05,0.001584
6427,6.3242,2,256,0.05,0.001853
6428,0.56,1,197,0.05,0.001778
6429,-0.2642,1,177,0.05,0.001732
6430,-6.1717,0,64,0.05,0.001098
6431,-1.9967,1,197,0.05,0.001655
6432,-9.2117,0,47,0.05,0.001266
6433,-8.4417,0,42,0.05,0.002206
6434,-0.1958,1,197,0.05,0.001761
6435,-0.2225,1,197,0.05,0.001194
6436,-9.65,0,47,0.05,0.001885
6437,-2.545,1,120,0.05,0.001283
6438,12.2275,2,348,0.05,0.002027
6439,-1.9458,1,197,0.05,0.00177
6440,0.8942,1,201,0.05,0.00132
6441,-8.0108,0,47,0.05,0.002568
6442,-9.595,0,47,0.05,0.001392
6443,-5.2767,0,64,0.05,0.002442
6444,6.7917,2,367,0.05,0.001489
6445,-9.6,0,47,0.05,0.002139
6446,-0.7933,1,127,0.05,0.001766
6447,6.8167,2,348,0.05,0.001407
6448,-4.4008,1,116,0.05,0.001375
6449,-0.6875,1,197,0.05,0.001705
6450,-2.5008,1,148,0.05,0.001404
6451,-8.195,0,48,0.05,0.001274
6452,-7.9567,0,63,0.05,0.001814
6453,-7.7408,0,47,0.05,0.001309
6454,-1.6617,1,145,0.05,0.001451
6455,11.5358,2,348,0.05,0.001955
6456,-9.56,0,47,0.05,0.00203
6457,-7.6692,0,47,0.05,0.001337
6458,-6.0908,0,64,0.05,0.001202
6459,13.5742,3,416,0.05,0.001555
6460,-8.7608,0,40,0.05,0.001443
6461,1.8975,1,207,0.05,0.001354
6462,-8.2,0,47,0.05,0.000783
6463,-0.1358,1,213,0.05,0.001454
6464,-6.0967,0,59,0.05,0.001851
6465,2.6492,1,197,0.05,0.001389
6466,-4.805,1,70,0.05,0.001364
6467,-4.4567,1,70,0.05,0.001732
6468,-6.2025,0,57,0.05,0.001201
6469,-1.6717,1,108,0.05,0.001647
6470,-0.3708,1,155,0.05,0.001061
6471,-8.0592,0,47,0.05,0.000938
6472,-7.8167,0,66,0.05,0.001516
6473,2.1083,1,215,0.05,0.001576
6474,4.1617,1,184,0.05,0.001494
6475,-7.8283,0,51,0.05,0.002008
6476,-8.39,0,47,0.05,0.001858
6477,6.3542,2,321,0.05,0.001577
6478,-5.2917,0,65,0.05,0.001164
6479,4.3583,1,197,0.05,0.001591
6480,-7.5417,0,47,0.05,0.00116
6481,-2.4583,1,143,0.05,0.00127
6482,-6.6433,0,62,0.05,0.001154
6483,-5.1317,0,65,0.05,0.001577
6484,-7.9383,0,49,0.05,0.001319
6485,-8.4617,0,54,0.05,0.001191
6486,-8.6067,0,47,0.05,0.001559
6487,7.105,2,318,0.05,0.001617
6488,-6.8142,0,47,0.05,0.000745
6489,-6.1517,0,58,0.05,0.001255
6490,-4.9642,1,70,0.05,0.00118
6491,-9.4817,0,47,0.05,0.002092
6492,5.0008,2,218,0.05,0.001435
6493,-7.9067,0,47,0.05,0.001965
6494,5.0667,2,219,0.05,0.001491
6495,-9.61,0,47,0.05,0.002404
6496,9.5875,2,348,0.05,0.001628
6497,-4.6883,1,97,0.05,0.001223
6498,-7.285,0,47,0.05,0.001608
6499,1.2858,1,176,0.05,0.001956
6500,-6.3067,1,68,0.05,0.001052
6501,-9.5992,0,47,0.05,0.001025
6502,16.4892,3,499,0.05,0.001441
6503,0.8767,1,165,0.05,0.001228
6504,-4.6933,1,69,0.05,0.001474
6505,11.1067,2,348,0.05,0.001541
6506,-7.3025,0,63,0.05,0.001029
6507,-7.9783,0,47,0.05,0.001686
6508,-6.9008,0,60,0.05,0.001343
6509,-2.1142,1,173,0.05,0.001617
6510,5.295,2,236,0.05,0.001678
6511,6.1933,2,348,0.05,0.001159
6512,-4.8058,1,68,0.05,0.001675
6513,-5.6683,0,66,0.05,0.001951
6514,-5.9825,0,61,0.05,0.001984
6515,-0.3442,1,197,0.05,0.001234
6516,-2.155,1,197,0.05,0.001329
6517,3.1225,1,211,0.05,0.001862
6518,-8.3417,0,47,0.05,0.00138
6519,35.6408,5,801,0.05,0.001491
6520,-6.3408,0,49,0.05,0.001166
6521,-6.3817,0,58,0.05,0.00194
6522,-9.64,0,47,0.05,0.001993
6523,-6.6167,0,63,0.05,0.001253
6524,2.2092,1,197,0.05,0.001361
6525,-7.0075,0,62,0.05,0.001219
6526,9.1692,3,370,0.05,0.001365
6527,-0.1575,1,197,0.05,0.001644
6528,-8.5717,0,47,0.05,0.001988
6529,-7.7425,0,49,0.05,0.001488
6530,-3.565,1,89,0.05,0.001504
6531,3.9217,1,197,0.05,0.001726
6532,5.5142,1,217,0.05,0.001273
6533,-3.1875,1,106,0.05,0.001101
6534,-9.4908,0,47,0.05,0.00232
6535,-8.4758,0,47,0.05,0.001908
6536,-7.7367,0,47,0.05,0.00203
6537,5.0308,2,298,0.05,0.001678
6538,-8.8875,0,48,0.05,0.00098
6539,-4.3208,1,96,0.05,0.001374
6540,-2.8608,1,190,0.05,0.001353
6541,-6.2175,0,61,0.05,0.00116
6542,9.1392,2,347,0.05,0.001274
6543,25.765,4,569,0.05,0.001524
6544,0.8575,1,197,0.05,0.001637
6545,-8.0667,0,47,0.05,0.001347
6546,-8.5258,0,52,0.05,0.001982
6547,11.075,3,499,0.05,0.001393
6548,-3.1617,1,171,0.05,0.001562
6549,-8.2825,0,47,0.05,0.001458
6550,-0.7325,1,197,0.05,0.001527
6551,-7.3633,0,47,0.05,0.001099
6552,-7.72,0,50,0.05,0.002004
6553,-5.7192,0,63,0.05,0.001057
6554,-8.0325,0,47,0.05,0.001342
6555,-3.7783,1,103,0.05,0.001521
6556,19.9642,3,517,0.05,0.001334
6557,-1.5675,1,186,0.05,0.001669
6558,3.2992,1,176,0.05,0.001582
6559,-4.2025,1,100,0.05,0.001184
6560,-8.2058,0,47,0.05,0.001362
6561,-7.4583,0,63,0.05,0.001563
6562,-8.3417,0,47,0.05,0.001155
6563,-9.3683,0,47,0.05,0.001382
6564,-8.0967,0,47,0.05,0.001828
6565,-9.56,0,47,0.05,0.001613
6566,22.8117,4,650,0.05,0.001503
6567,-8.6225,0,47,0.05,0.001353
6568,-1.6475,1,185,0.05,0.001398
6569,-3.2767,1,111,0.05,0.001618
6570,-8.24,0,47,0.05,0.00113
6571,-6.8425,0,65,0.05,0.001173
6572,-7.485,0,47,0.05,0.002145
6573,3.405,1,197,0.05,0.00135
6574,-2.8467,1,142,0.05,0.000956
6575,-7.9058,0,47,0.05,0.001176
6576,-7.3875,0,65,0.05,0.001101
6577,-6.4683,0,53,0.05,0.001225
6578,0.6483,1,197,0.05,0.00107
6579,-9.2417,0,47,0.05,0.001528
6580,5.7725,2,256,0.05,0.00149
6581,-7.6775,0,47,0.05,0.001398
6582,7.1433,2,348,0.05,0.001697
6583,-8.3108,0,47,0.05,0.001749
6584,-8.7083,0,47,0.05,0.000965
6585,19.0117,3,439,0.05,0.001446
6586,-8.3083,0,47,0.05,0.000648
6587,-6.4342,0,61,0.05,0.000847
6588,-2.86,1,197,0.05,0.001482
6589,-7.2192,0,47,0.05,0.001943
6590,5.8858,1,198,0.05,0.001437
6591,6.8725,2,352,0.05,0.001423
6592,-6.6958,0,61,0.05,0.001885
6593,-8.0825,0,47,0.05,0.001656
6594,-0.095,1,197,0.05,0.001537
6595,-9.55,0,47,0.05,0.001083
6596,-3.2242,1,128,0.05,0.001527
6597,-8.8433,0,47,0.05,0.001701
6598,-6.8817,0,47,0.05,0.000982
6599,-6.2983,0,65,0.05,0.001441
6600,7.5067,2,344,0.05,0.001413
6601,-7.0633,0,56,0.05,0.001246
6602,-9.56,0,47,0.05,0.001181
6603,-0.83,1,197,0.05,0.001355
6604,-6.1525,0,61,0.05,0.001566
6605,-9.64,0,47,0.05,0.001388
6606,-9.55,0,47,0.05,0.001167
6607,-9.6667,0,47,0.05,0.001164
6608,-6.8575,0,57,0.05,0.00115
6609,-7.6658,0,48,0.05,0.002458
6610,-6.525,0,55,0.05,0.001357
6611,2.8158,1,212,0.05,0.002089
6612,-0.3742,1,197,0.05,0.001592
6613,-5.9808,0,63,0.05,0.001558
6614,-0.7058,1,197,0.05,0.002693
6615,-9.69,0,43,0.05,0.001632
6616,-7.1283,0,53,0.05,0.000855
6617,-7.5375,0,47,0.05,0.00162
6618,-8.2417,0,55,0.05,0.001725
6619,-0.9775,1,144,0.05,0.001455
6620,34.1358,5,808,0.05,0.001441
6621,-7.8025,0,47,0.05,0.001683
6622,-5.2875,0,65,0.05,0.001767
6623,-7.6542,0,47,0.05,0.001427
6624,-8.8583,0,47,0.05,0.001549
6625,0.08,1,197,0.05,0.001618
6626,-5.7058,0,66,0.05,0.001867
6627,-3.4983,1,177,0.05,0.001441
6628,-9.4667,0,47,0.05,0.000955
6629,0.6267,1,142,0.05,0.001606
6630,-8.395,0,47,0.05,0.000983
6631,0.1725,1,197,0.05,0.001502
6632,-9.65,0,47,0.05,0.000982
6633,-7.7258,0,47,0.05,0.001226
6634,-1.1483,1,197,0.05,0.001538
6635,-4.7792,1,67,0.05,0.001166
6636,10.155,2,346,0.05,0.0015
6637,-7.9442,0,48,0.05,0.002215
6638,-9.3708,0,49,0.05,0.00159
6639,9.5875,2,368,0.05,0.001402
6640,-9.2575,0,47,0.05,0.001086
6641,-9.6,0,47,0.05,0.00119
6642,-4.985,1,69,0.05,0.002104
6643,-5.8842,0,58,0.05,0.001889
6644,-9.65,0,47,0.05,0.00133
6645,-0.4575,1,212,0.05,0.001801
6646,-2.755,1,111,0.05,0.001143
6647,-7.9975,0,47,0.05,0.001735
6648,-8.3375,0,47,0.05,0.001289
6649,-1.9467,1,163,0.05,0.001439
6650,-7.9883,0,64,0.05,0.001393
6651,-1.6,1,197,0.05,0.00168
6652,-5.8958,0,57,0.05,0.001812
6653,-2.3275,1,161,0.05,0.001428
6654,-8.3267,0,55,0.05,0.00107
6655,-7.2658,0,47,0.05,0.00167
6656,7.4775,2,348,0.05,0.001702
6657,-7.9325,0,47,0.05,0.000675
6658,17.94,3,499,0.05,0.001253
6659,-8.3558,0,47,0.05,0.001762
6660,-6.35,0,60,0.05,0.001495
6661,-6.5708,0,50,0.05,0.001581
6662,-1.3492,1,197,0.05,0.001538
6663,-4.0708,1,107,0.05,0.001237
6664,-7.4025,0,65,0.05,0.001154
6665,0.8167,1,160,0.05,0.001434
6666,4.0033,1,217,0.05,0.001346
6667,8.1458,2,348,0.05,0.001391
6668,-5.4625,1,83,0.05,0.001091
6669,17.3242,3,509,0.05,0.00121
6670,-0.3908,1,197,0.05,0.001228
6671,-9.3225,0,47,0.05,0.001433
6672,-6.3233,1,68,0.05,0.001625
6673,-9.3108,0,47,0.05,0.001605
6674,-7.3033,0,47,0.05,0.001308
6675,16.715,3,416,0.05,0.00147
6676,-8.2017,0,47,0.05,0.001117
6677,-7.4458,0,52,0.05,0.001849
6678,-0.9433,1,121,0.05,0.001549
6679,-5.3775,1,70,0.05,0.001642
6680,0.4842,1,197,0.05,0.001694
6681,2.9958,1,197,0.05,0.001472
6682,-6.9292,0,55,0.05,0.000878
6683,-8.3358,0,58,0.05,0.001649
6684,-8.1508,0,47,0.05,0.00091
6685,-5.5333,0,62,0.05,0.001416
6686,0.6917,1,197,0.05,0.001477
6687,-5.7042,0,62,0.05,0.001317
6688,5.6708,1,214,0.05,0.001022
6689,-8.9742,0,47,0.05,0.001349
6690,-7.66,0,47,0.05,0.001559
6691,-6.4475,0,63,0.05,0.001489
6692,-8.1558,0,47,0.05,0.001247
6693,-8.135,0,47,0.05,0.000939
6694,15.0933,2,348,0.05,0.001388
6695,5.45,2,343,0.05,0.001259
6696,-7.7833,0,47,0.05,0.000902
6697,-9.56,0,47,0.05,0.00126
6698,-1.2908,1,183,0.05,0.001471
6699,-2.7883,1,122,0.05,0.001196
6700,-6.85,0,66,0.05,0.001516
6701,-5.3308,0,66,0.05,0.001362
6702,-4.0233,1,121,0.05,0.001444
6703,0.24,1,197,0.05,0.001288
6704,30.3283,4,646,0.05,0.0014
6705,-6.195,0,63,0.05,0.001141
6706,-7.5592,0,50,0.05,0.000822
6707,-7.6033,0,63,0.05,0.000992
6708,-7.325,0,47,0.05,0.00187
6709,-9.585,0,47,0.05,0.001177
6710,-9.56,0,47,0.05,0.001455
6711,1.2158,1,197,0.05,0.00172
6712,-3.4958,1,100,0.05,0.001064
6713,24.8942,3,504,0.05,0.001598
6714,3.3508,1,204,0.05,0.001498
6715,-7.6442,0,47,0.05,0.002764
6716,-7.4742,0,47,0.05,0.001388
6717,-6.6067,0,63,0.05,0.001331
6718,-1.9125,1,197,0.05,0.001475
6719,0.9917,1,187,0.05,0.001674
6720,-0.1917,1,212,0.05,0.001319
6721,-9.55,0,47,0.05,0.001519
6722,-7.6075,0,47,0.05,0.00167
6723,-9.61,0,47,0.05,0.001241
6724,-6.1642,0,58,0.05,0.001741
6725,4.3275,2,348,0.05,0.001182
6726,-8.6108,0,47,0.05,0.000977
6727,-7.0817,0,47,0.05,0.001714
6728,12.2608,3,495,0.05,0.001344
6729,-5.5308,0,59,0.05,0.001257
6730,-7.5075,0,47,0.05,0.001234
6731,-8.2525,0,47,0.05,0.001004
6732,-8.2233,0,47,0.05,0.001027
6733,0.8375,1,200,0.05,0.001275
6734,15.7525,3,370,0.05,0.001762
6735,1.3083,1,199,0.05,0.001577
6736,-7.9725,0,47,0.05,0.00104
6737,-7.8917,0,54,0.05,0.001144
6738,-5.085,0,65,0.05,0.001498
6739,6.6708,2,348,0.05,0.00159
6740,-8.4592,0,47,0.05,0.001439
6741,-5.81,0,63,0.05,0.002042
6742,-8.5267,0,47,0.05,0.001279
6743,-3.7667,1,124,0.05,0.001109
6744,-8.0542,0,47,0.05,0.001112
